fecha,t,m
2009-01-03,1,2
2009-01-03,3,1
2009-01-03,4,2
2009-01-03,5,2
2009-01-03,9,1
2009-01-03,11,1
2009-01-03,12,2
2009-01-03,13,1
2009-01-03,14,1
2009-01-03,18,1
2009-01-03,24,1
2009-01-03,27,1
2009-01-03,31,1
2009-01-03,54,2
2009-01-03,58,1
2009-01-03,59,2
2009-01-03,60,1
2009-01-03,61,2
2009-01-03,62,1
2009-01-03,63,1
2009-01-03,68,1
2009-01-03,71,1
2009-01-03,74,1
2009-01-03,75,2
2009-01-03,76,1
2009-01-03,78,2
2009-01-03,79,1
2009-01-03,82,2
2009-01-03,84,1
2009-01-03,86,1
2009-01-03,87,1
2009-01-03,89,1
2009-01-03,90,1
2009-01-03,93,1
2009-01-03,97,1
2009-01-03,98,1
2009-01-03,101,1
2009-01-03,106,2
2009-01-03,107,1
2009-01-03,108,1
2009-01-03,111,1
2009-01-03,114,1
2009-01-03,115,1
2009-01-03,116,1
2009-01-03,117,1
2009-01-03,118,2
2009-01-03,119,2
2009-01-03,120,1
2009-01-03,122,1
2009-01-03,123,1
2009-01-03,129,1
2009-01-03,133,1
2009-01-03,134,3
2009-01-03,136,1
2009-01-03,137,2
2009-01-03,140,1
2009-01-03,142,3
2009-01-10,1,1
2009-01-10,4,2
2009-01-10,6,1
2009-01-10,8,2
2009-01-10,14,2
2009-01-10,15,1
2009-01-10,16,1
2009-01-10,18,1
2009-01-10,21,1
2009-01-10,22,1
2009-01-10,36,1
2009-01-10,50,1
2009-01-10,54,2
2009-01-10,55,1
2009-01-10,57,1
2009-01-10,61,1
2009-01-10,62,1
2009-01-10,63,1
2009-01-10,67,1
2009-01-10,68,1
2009-01-10,72,1
2009-01-10,78,1
2009-01-10,80,1
2009-01-10,82,2
2009-01-10,83,1
2009-01-10,84,2
2009-01-10,87,1
2009-01-10,88,1
2009-01-10,90,1
2009-01-10,91,1
2009-01-10,92,1
2009-01-10,98,1
2009-01-10,99,1
2009-01-10,101,1
2009-01-10,104,1
2009-01-10,105,1
2009-01-10,106,2
2009-01-10,107,1
2009-01-10,108,1
2009-01-10,109,1
2009-01-10,110,1
2009-01-10,111,1
2009-01-10,114,1
2009-01-10,118,1
2009-01-10,120,2
2009-01-10,124,2
2009-01-10,126,1
2009-01-10,134,1
2009-01-10,137,2
2009-01-10,140,1
2009-01-10,141,2
2009-01-10,142,1
2009-01-10,143,1
2009-01-10,144,1
2009-01-17,4,1
2009-01-17,7,1
2009-01-17,9,2
2009-01-17,12,1
2009-01-17,15,1
2009-01-17,16,1
2009-01-17,22,2
2009-01-17,23,1
2009-01-17,26,1
2009-01-17,27,1
2009-01-17,35,1
2009-01-17,46,1
2009-01-17,52,1
2009-01-17,58,1
2009-01-17,60,1
2009-01-17,61,1
2009-01-17,62,1
2009-01-17,65,1
2009-01-17,70,2
2009-01-17,71,3
2009-01-17,72,2
2009-01-17,74,2
2009-01-17,75,2
2009-01-17,77,1
2009-01-17,78,1
2009-01-17,79,1
2009-01-17,80,3
2009-01-17,81,2
2009-01-17,82,1
2009-01-17,85,1
2009-01-17,86,1
2009-01-17,87,1
2009-01-17,88,1
2009-01-17,89,3
2009-01-17,94,1
2009-01-17,95,1
2009-01-17,96,1
2009-01-17,98,1
2009-01-17,101,1
2009-01-17,102,1
2009-01-17,104,1
2009-01-17,105,1
2009-01-17,107,1
2009-01-17,108,2
2009-01-17,110,1
2009-01-17,113,1
2009-01-17,116,2
2009-01-17,117,2
2009-01-17,118,1
2009-01-17,119,1
2009-01-17,121,2
2009-01-17,122,1
2009-01-17,123,1
2009-01-17,124,1
2009-01-17,125,1
2009-01-17,126,2
2009-01-17,127,1
2009-01-17,128,2
2009-01-17,129,1
2009-01-17,130,1
2009-01-17,131,1
2009-01-17,132,1
2009-01-17,134,2
2009-01-17,135,1
2009-01-17,136,1
2009-01-17,137,2
2009-01-17,138,1
2009-01-17,140,1
2009-01-17,141,2
2009-01-17,142,1
2009-01-17,144,2
2009-01-24,2,1
2009-01-24,3,2
2009-01-24,4,1
2009-01-24,6,1
2009-01-24,10,1
2009-01-24,11,1
2009-01-24,13,2
2009-01-24,14,1
2009-01-24,15,1
2009-01-24,16,1
2009-01-24,17,1
2009-01-24,19,1
2009-01-24,35,1
2009-01-24,49,1
2009-01-24,55,1
2009-01-24,56,1
2009-01-24,58,2
2009-01-24,59,3
2009-01-24,60,2
2009-01-24,61,1
2009-01-24,64,1
2009-01-24,65,2
2009-01-24,66,1
2009-01-24,70,2
2009-01-24,71,2
2009-01-24,75,1
2009-01-24,76,3
2009-01-24,82,1
2009-01-24,83,2
2009-01-24,84,2
2009-01-24,86,1
2009-01-24,89,1
2009-01-24,93,1
2009-01-24,95,1
2009-01-24,96,2
2009-01-24,97,3
2009-01-24,100,1
2009-01-24,103,1
2009-01-24,104,1
2009-01-24,105,1
2009-01-24,106,1
2009-01-24,107,1
2009-01-24,111,1
2009-01-24,112,1
2009-01-24,113,2
2009-01-24,114,1
2009-01-24,115,1
2009-01-24,117,1
2009-01-24,118,2
2009-01-24,120,2
2009-01-24,122,1
2009-01-24,123,1
2009-01-24,124,2
2009-01-24,126,1
2009-01-24,127,1
2009-01-24,128,2
2009-01-24,130,1
2009-01-24,133,1
2009-01-24,134,2
2009-01-24,136,1
2009-01-24,137,1
2009-01-24,138,3
2009-01-24,140,1
2009-01-24,141,1
2009-01-24,142,3
2009-01-24,143,2
2009-01-31,1,2
2009-01-31,3,2
2009-01-31,5,2
2009-01-31,7,2
2009-01-31,8,1
2009-01-31,9,1
2009-01-31,10,1
2009-01-31,11,1
2009-01-31,13,1
2009-01-31,15,1
2009-01-31,16,1
2009-01-31,18,1
2009-01-31,21,2
2009-01-31,22,1
2009-01-31,26,1
2009-01-31,28,1
2009-01-31,42,2
2009-01-31,46,1
2009-01-31,48,1
2009-01-31,53,1
2009-01-31,54,1
2009-01-31,55,1
2009-01-31,63,1
2009-01-31,69,2
2009-01-31,71,1
2009-01-31,73,1
2009-01-31,76,2
2009-01-31,77,1
2009-01-31,82,1
2009-01-31,83,2
2009-01-31,84,1
2009-01-31,85,1
2009-01-31,87,2
2009-01-31,89,2
2009-01-31,90,1
2009-01-31,96,3
2009-01-31,97,1
2009-01-31,98,1
2009-01-31,100,1
2009-01-31,102,2
2009-01-31,103,1
2009-01-31,104,1
2009-01-31,106,1
2009-01-31,107,1
2009-01-31,109,2
2009-01-31,110,1
2009-01-31,111,1
2009-01-31,114,3
2009-01-31,116,1
2009-01-31,117,2
2009-01-31,118,1
2009-01-31,119,1
2009-01-31,120,3
2009-01-31,122,3
2009-01-31,124,3
2009-01-31,125,1
2009-01-31,126,2
2009-01-31,128,1
2009-01-31,129,1
2009-01-31,130,1
2009-01-31,131,1
2009-01-31,132,1
2009-01-31,133,2
2009-01-31,134,2
2009-01-31,136,1
2009-01-31,137,3
2009-01-31,139,2
2009-01-31,141,1
2009-01-31,142,3
2009-01-31,143,1
2009-01-31,144,1
2009-02-07,1,2
2009-02-07,2,1
2009-02-07,3,3
2009-02-07,4,2
2009-02-07,5,3
2009-02-07,7,1
2009-02-07,8,1
2009-02-07,10,1
2009-02-07,15,1
2009-02-07,16,1
2009-02-07,18,1
2009-02-07,19,1
2009-02-07,23,2
2009-02-07,25,1
2009-02-07,32,1
2009-02-07,34,1
2009-02-07,44,2
2009-02-07,49,1
2009-02-07,52,1
2009-02-07,57,1
2009-02-07,59,1
2009-02-07,64,1
2009-02-07,65,1
2009-02-07,69,1
2009-02-07,71,3
2009-02-07,73,1
2009-02-07,74,1
2009-02-07,79,1
2009-02-07,80,1
2009-02-07,86,1
2009-02-07,88,2
2009-02-07,90,1
2009-02-07,91,1
2009-02-07,92,1
2009-02-07,93,1
2009-02-07,95,1
2009-02-07,96,2
2009-02-07,97,1
2009-02-07,98,1
2009-02-07,104,3
2009-02-07,105,1
2009-02-07,108,1
2009-02-07,110,1
2009-02-07,116,2
2009-02-07,117,1
2009-02-07,118,2
2009-02-07,119,2
2009-02-07,120,2
2009-02-07,121,2
2009-02-07,129,1
2009-02-07,130,1
2009-02-07,133,1
2009-02-07,134,1
2009-02-07,135,1
2009-02-07,137,1
2009-02-07,139,1
2009-02-07,141,3
2009-02-14,1,1
2009-02-14,3,2
2009-02-14,5,2
2009-02-14,6,1
2009-02-14,7,3
2009-02-14,9,1
2009-02-14,10,1
2009-02-14,11,2
2009-02-14,13,1
2009-02-14,16,2
2009-02-14,17,2
2009-02-14,18,1
2009-02-14,22,1
2009-02-14,24,1
2009-02-14,26,1
2009-02-14,27,2
2009-02-14,29,1
2009-02-14,30,1
2009-02-14,35,1
2009-02-14,58,1
2009-02-14,66,3
2009-02-14,73,1
2009-02-14,74,1
2009-02-14,78,1
2009-02-14,80,2
2009-02-14,83,1
2009-02-14,89,1
2009-02-14,90,2
2009-02-14,92,3
2009-02-14,93,2
2009-02-14,97,1
2009-02-14,98,1
2009-02-14,99,1
2009-02-14,100,1
2009-02-14,103,2
2009-02-14,104,1
2009-02-14,105,1
2009-02-14,108,1
2009-02-14,109,3
2009-02-14,114,1
2009-02-14,117,1
2009-02-14,118,1
2009-02-14,119,1
2009-02-14,120,1
2009-02-14,121,2
2009-02-14,122,1
2009-02-14,123,1
2009-02-14,124,3
2009-02-14,125,2
2009-02-14,130,1
2009-02-14,133,1
2009-02-14,135,1
2009-02-14,136,1
2009-02-14,140,1
2009-02-14,141,1
2009-02-14,142,1
2009-02-14,143,1
2009-02-21,2,1
2009-02-21,3,1
2009-02-21,4,1
2009-02-21,5,1
2009-02-21,6,1
2009-02-21,7,1
2009-02-21,9,1
2009-02-21,11,1
2009-02-21,13,1
2009-02-21,16,1
2009-02-21,18,1
2009-02-21,26,1
2009-02-21,27,1
2009-02-21,54,1
2009-02-21,62,2
2009-02-21,64,1
2009-02-21,65,1
2009-02-21,66,3
2009-02-21,67,1
2009-02-21,70,1
2009-02-21,71,1
2009-02-21,75,1
2009-02-21,76,1
2009-02-21,79,1
2009-02-21,83,2
2009-02-21,84,1
2009-02-21,85,1
2009-02-21,86,1
2009-02-21,89,1
2009-02-21,90,1
2009-02-21,91,1
2009-02-21,92,1
2009-02-21,95,1
2009-02-21,96,2
2009-02-21,97,2
2009-02-21,100,1
2009-02-21,105,1
2009-02-21,108,2
2009-02-21,109,1
2009-02-21,115,1
2009-02-21,116,2
2009-02-21,117,1
2009-02-21,118,2
2009-02-21,119,2
2009-02-21,120,2
2009-02-21,122,2
2009-02-21,124,1
2009-02-21,127,3
2009-02-21,129,1
2009-02-21,131,1
2009-02-21,133,2
2009-02-21,134,4
2009-02-21,135,1
2009-02-21,136,2
2009-02-21,137,3
2009-02-21,138,2
2009-02-21,139,1
2009-02-21,141,1
2009-02-21,143,2
2009-02-21,144,1
2009-02-28,5,1
2009-02-28,9,2
2009-02-28,10,1
2009-02-28,12,1
2009-02-28,13,2
2009-02-28,16,1
2009-02-28,22,1
2009-02-28,29,1
2009-02-28,32,2
2009-02-28,51,1
2009-02-28,54,1
2009-02-28,56,1
2009-02-28,57,1
2009-02-28,58,1
2009-02-28,60,1
2009-02-28,61,2
2009-02-28,63,1
2009-02-28,64,3
2009-02-28,65,1
2009-02-28,66,1
2009-02-28,67,1
2009-02-28,71,2
2009-02-28,72,3
2009-02-28,73,1
2009-02-28,75,1
2009-02-28,81,1
2009-02-28,82,3
2009-02-28,86,1
2009-02-28,88,2
2009-02-28,89,2
2009-02-28,90,2
2009-02-28,91,1
2009-02-28,92,2
2009-02-28,95,3
2009-02-28,96,1
2009-02-28,98,1
2009-02-28,99,3
2009-02-28,100,1
2009-02-28,102,2
2009-02-28,103,1
2009-02-28,104,1
2009-02-28,106,1
2009-02-28,107,1
2009-02-28,108,1
2009-02-28,109,1
2009-02-28,112,1
2009-02-28,113,1
2009-02-28,114,1
2009-02-28,115,1
2009-02-28,117,1
2009-02-28,120,1
2009-02-28,121,1
2009-02-28,123,2
2009-02-28,125,2
2009-02-28,127,1
2009-02-28,128,1
2009-02-28,133,2
2009-02-28,134,2
2009-02-28,135,1
2009-02-28,138,2
2009-02-28,139,1
2009-02-28,141,1
2009-03-07,2,1
2009-03-07,3,2
2009-03-07,4,1
2009-03-07,5,1
2009-03-07,6,1
2009-03-07,7,2
2009-03-07,10,1
2009-03-07,12,1
2009-03-07,13,1
2009-03-07,16,1
2009-03-07,19,2
2009-03-07,20,2
2009-03-07,29,1
2009-03-07,31,1
2009-03-07,45,1
2009-03-07,47,1
2009-03-07,48,2
2009-03-07,56,1
2009-03-07,57,1
2009-03-07,60,1
2009-03-07,63,1
2009-03-07,66,1
2009-03-07,69,1
2009-03-07,72,3
2009-03-07,73,2
2009-03-07,75,3
2009-03-07,76,1
2009-03-07,78,1
2009-03-07,80,1
2009-03-07,81,1
2009-03-07,82,1
2009-03-07,84,1
2009-03-07,85,2
2009-03-07,87,2
2009-03-07,88,2
2009-03-07,89,1
2009-03-07,92,1
2009-03-07,93,1
2009-03-07,94,2
2009-03-07,95,2
2009-03-07,96,1
2009-03-07,97,1
2009-03-07,101,1
2009-03-07,102,2
2009-03-07,109,4
2009-03-07,110,2
2009-03-07,111,1
2009-03-07,114,3
2009-03-07,115,3
2009-03-07,116,1
2009-03-07,118,2
2009-03-07,119,1
2009-03-07,121,1
2009-03-07,122,2
2009-03-07,124,1
2009-03-07,127,1
2009-03-07,129,2
2009-03-07,130,1
2009-03-07,131,3
2009-03-07,132,1
2009-03-07,135,1
2009-03-07,140,2
2009-03-07,143,2
2009-03-14,1,1
2009-03-14,5,1
2009-03-14,11,3
2009-03-14,14,1
2009-03-14,15,1
2009-03-14,17,1
2009-03-14,18,4
2009-03-14,19,1
2009-03-14,20,2
2009-03-14,21,1
2009-03-14,23,1
2009-03-14,24,1
2009-03-14,25,1
2009-03-14,26,1
2009-03-14,32,1
2009-03-14,36,1
2009-03-14,37,1
2009-03-14,41,1
2009-03-14,42,1
2009-03-14,50,1
2009-03-14,51,1
2009-03-14,54,1
2009-03-14,55,1
2009-03-14,56,1
2009-03-14,60,1
2009-03-14,63,1
2009-03-14,68,1
2009-03-14,82,1
2009-03-14,88,1
2009-03-14,91,1
2009-03-14,92,1
2009-03-14,94,1
2009-03-14,95,1
2009-03-14,96,2
2009-03-14,98,3
2009-03-14,102,1
2009-03-14,103,1
2009-03-14,108,1
2009-03-14,110,3
2009-03-14,112,1
2009-03-14,116,1
2009-03-14,117,1
2009-03-14,119,2
2009-03-14,121,2
2009-03-14,123,1
2009-03-14,124,1
2009-03-14,125,1
2009-03-14,128,1
2009-03-14,129,1
2009-03-14,131,1
2009-03-14,135,1
2009-03-14,136,6
2009-03-14,137,1
2009-03-14,139,1
2009-03-14,142,1
2009-03-21,1,1
2009-03-21,3,3
2009-03-21,6,1
2009-03-21,8,1
2009-03-21,9,3
2009-03-21,10,1
2009-03-21,13,1
2009-03-21,19,1
2009-03-21,20,2
2009-03-21,22,1
2009-03-21,23,1
2009-03-21,31,1
2009-03-21,40,1
2009-03-21,50,1
2009-03-21,57,1
2009-03-21,63,1
2009-03-21,64,1
2009-03-21,65,1
2009-03-21,68,2
2009-03-21,69,1
2009-03-21,70,1
2009-03-21,77,1
2009-03-21,78,1
2009-03-21,84,2
2009-03-21,86,1
2009-03-21,88,1
2009-03-21,89,1
2009-03-21,91,2
2009-03-21,92,1
2009-03-21,94,1
2009-03-21,95,1
2009-03-21,97,1
2009-03-21,101,2
2009-03-21,107,1
2009-03-21,109,1
2009-03-21,110,1
2009-03-21,111,1
2009-03-21,112,2
2009-03-21,113,1
2009-03-21,115,1
2009-03-21,116,1
2009-03-21,118,2
2009-03-21,122,4
2009-03-21,123,3
2009-03-21,124,2
2009-03-21,127,1
2009-03-21,129,4
2009-03-21,131,1
2009-03-21,132,1
2009-03-21,133,1
2009-03-21,134,1
2009-03-21,135,1
2009-03-21,137,1
2009-03-21,138,1
2009-03-21,139,1
2009-03-21,140,2
2009-03-21,142,1
2009-03-21,143,1
2009-03-21,144,2
2009-03-28,1,1
2009-03-28,5,1
2009-03-28,6,2
2009-03-28,8,1
2009-03-28,9,1
2009-03-28,11,1
2009-03-28,12,2
2009-03-28,13,1
2009-03-28,16,1
2009-03-28,19,2
2009-03-28,21,1
2009-03-28,36,1
2009-03-28,47,1
2009-03-28,53,1
2009-03-28,57,1
2009-03-28,65,2
2009-03-28,66,2
2009-03-28,67,1
2009-03-28,68,1
2009-03-28,72,1
2009-03-28,73,1
2009-03-28,74,1
2009-03-28,76,1
2009-03-28,78,2
2009-03-28,81,3
2009-03-28,82,1
2009-03-28,83,1
2009-03-28,84,3
2009-03-28,85,1
2009-03-28,86,1
2009-03-28,91,1
2009-03-28,93,1
2009-03-28,94,2
2009-03-28,95,2
2009-03-28,96,1
2009-03-28,97,1
2009-03-28,102,1
2009-03-28,103,2
2009-03-28,105,2
2009-03-28,106,1
2009-03-28,107,2
2009-03-28,111,1
2009-03-28,116,1
2009-03-28,117,1
2009-03-28,118,2
2009-03-28,119,1
2009-03-28,120,1
2009-03-28,121,2
2009-03-28,124,2
2009-03-28,125,1
2009-03-28,126,3
2009-03-28,128,1
2009-03-28,130,1
2009-03-28,133,2
2009-03-28,135,2
2009-03-28,136,2
2009-03-28,137,1
2009-03-28,138,1
2009-03-28,139,2
2009-03-28,143,1
2009-04-04,6,1
2009-04-04,7,1
2009-04-04,9,2
2009-04-04,10,1
2009-04-04,12,2
2009-04-04,14,1
2009-04-04,15,1
2009-04-04,18,1
2009-04-04,24,2
2009-04-04,30,1
2009-04-04,42,1
2009-04-04,44,1
2009-04-04,48,1
2009-04-04,62,2
2009-04-04,63,2
2009-04-04,66,1
2009-04-04,67,2
2009-04-04,68,1
2009-04-04,71,1
2009-04-04,74,2
2009-04-04,75,1
2009-04-04,76,3
2009-04-04,77,1
2009-04-04,78,1
2009-04-04,79,1
2009-04-04,81,3
2009-04-04,83,1
2009-04-04,84,1
2009-04-04,85,2
2009-04-04,90,1
2009-04-04,91,1
2009-04-04,92,3
2009-04-04,93,1
2009-04-04,95,1
2009-04-04,97,1
2009-04-04,98,1
2009-04-04,104,1
2009-04-04,105,2
2009-04-04,106,2
2009-04-04,107,2
2009-04-04,108,1
2009-04-04,110,1
2009-04-04,111,2
2009-04-04,112,1
2009-04-04,113,1
2009-04-04,115,1
2009-04-04,116,2
2009-04-04,117,3
2009-04-04,118,1
2009-04-04,119,4
2009-04-04,124,2
2009-04-04,126,1
2009-04-04,127,1
2009-04-04,129,2
2009-04-04,130,4
2009-04-04,131,2
2009-04-04,132,1
2009-04-04,133,2
2009-04-04,134,1
2009-04-04,135,1
2009-04-04,136,2
2009-04-04,138,1
2009-04-04,141,1
2009-04-04,142,1
2009-04-04,143,2
2009-04-11,1,2
2009-04-11,2,1
2009-04-11,3,2
2009-04-11,4,1
2009-04-11,6,1
2009-04-11,9,1
2009-04-11,10,1
2009-04-11,11,1
2009-04-11,12,1
2009-04-11,13,2
2009-04-11,15,2
2009-04-11,16,2
2009-04-11,17,1
2009-04-11,18,2
2009-04-11,20,1
2009-04-11,21,2
2009-04-11,51,1
2009-04-11,54,1
2009-04-11,56,1
2009-04-11,59,1
2009-04-11,61,2
2009-04-11,67,1
2009-04-11,68,1
2009-04-11,73,1
2009-04-11,76,1
2009-04-11,78,1
2009-04-11,79,2
2009-04-11,82,2
2009-04-11,84,1
2009-04-11,86,1
2009-04-11,87,1
2009-04-11,89,1
2009-04-11,90,1
2009-04-11,93,1
2009-04-11,94,1
2009-04-11,95,1
2009-04-11,96,1
2009-04-11,97,1
2009-04-11,98,2
2009-04-11,100,1
2009-04-11,101,1
2009-04-11,103,1
2009-04-11,105,1
2009-04-11,106,1
2009-04-11,107,1
2009-04-11,110,1
2009-04-11,111,2
2009-04-11,114,1
2009-04-11,119,2
2009-04-11,122,1
2009-04-11,123,1
2009-04-11,128,2
2009-04-11,132,1
2009-04-11,133,1
2009-04-11,136,1
2009-04-11,137,1
2009-04-11,138,2
2009-04-11,144,3
2009-04-18,2,2
2009-04-18,3,1
2009-04-18,7,1
2009-04-18,8,1
2009-04-18,10,1
2009-04-18,11,2
2009-04-18,12,1
2009-04-18,16,1
2009-04-18,17,1
2009-04-18,18,1
2009-04-18,19,1
2009-04-18,20,1
2009-04-18,21,1
2009-04-18,22,1
2009-04-18,23,2
2009-04-18,26,2
2009-04-18,28,1
2009-04-18,29,1
2009-04-18,35,1
2009-04-18,41,1
2009-04-18,46,2
2009-04-18,54,1
2009-04-18,56,2
2009-04-18,58,1
2009-04-18,59,3
2009-04-18,60,1
2009-04-18,61,2
2009-04-18,63,1
2009-04-18,65,1
2009-04-18,66,2
2009-04-18,67,1
2009-04-18,69,2
2009-04-18,70,1
2009-04-18,71,1
2009-04-18,73,1
2009-04-18,74,2
2009-04-18,75,1
2009-04-18,77,1
2009-04-18,79,1
2009-04-18,80,2
2009-04-18,81,2
2009-04-18,82,2
2009-04-18,83,1
2009-04-18,85,1
2009-04-18,86,2
2009-04-18,87,1
2009-04-18,88,1
2009-04-18,90,1
2009-04-18,93,1
2009-04-18,98,2
2009-04-18,99,2
2009-04-18,105,2
2009-04-18,107,1
2009-04-18,110,1
2009-04-18,111,1
2009-04-18,113,3
2009-04-18,117,1
2009-04-18,118,1
2009-04-18,119,2
2009-04-18,121,1
2009-04-18,123,1
2009-04-18,125,2
2009-04-18,131,2
2009-04-18,132,1
2009-04-18,133,1
2009-04-18,134,1
2009-04-18,135,2
2009-04-18,137,1
2009-04-18,138,2
2009-04-18,139,2
2009-04-18,140,1
2009-04-18,141,1
2009-04-18,143,1
2009-04-18,144,1
2009-04-25,2,1
2009-04-25,3,1
2009-04-25,5,2
2009-04-25,7,1
2009-04-25,9,1
2009-04-25,10,2
2009-04-25,11,1
2009-04-25,12,1
2009-04-25,14,1
2009-04-25,15,1
2009-04-25,16,1
2009-04-25,21,1
2009-04-25,23,1
2009-04-25,25,2
2009-04-25,28,2
2009-04-25,30,1
2009-04-25,45,1
2009-04-25,46,1
2009-04-25,47,1
2009-04-25,52,1
2009-04-25,56,1
2009-04-25,59,1
2009-04-25,62,1
2009-04-25,63,1
2009-04-25,65,1
2009-04-25,66,1
2009-04-25,67,2
2009-04-25,68,1
2009-04-25,71,1
2009-04-25,74,1
2009-04-25,77,1
2009-04-25,78,1
2009-04-25,80,1
2009-04-25,82,2
2009-04-25,86,2
2009-04-25,89,1
2009-04-25,90,1
2009-04-25,93,1
2009-04-25,96,1
2009-04-25,97,1
2009-04-25,100,1
2009-04-25,101,1
2009-04-25,103,1
2009-04-25,106,2
2009-04-25,108,1
2009-04-25,109,1
2009-04-25,111,1
2009-04-25,113,4
2009-04-25,114,2
2009-04-25,115,1
2009-04-25,116,1
2009-04-25,118,1
2009-04-25,119,3
2009-04-25,121,1
2009-04-25,122,2
2009-04-25,123,1
2009-04-25,124,1
2009-04-25,126,1
2009-04-25,128,1
2009-04-25,130,1
2009-04-25,132,2
2009-04-25,134,1
2009-04-25,140,1
2009-04-25,143,2
2009-04-25,144,1
2009-05-02,1,3
2009-05-02,2,2
2009-05-02,4,1
2009-05-02,7,1
2009-05-02,11,1
2009-05-02,12,5
2009-05-02,14,1
2009-05-02,16,1
2009-05-02,20,1
2009-05-02,21,1
2009-05-02,26,1
2009-05-02,35,1
2009-05-02,42,1
2009-05-02,47,2
2009-05-02,61,1
2009-05-02,62,2
2009-05-02,63,1
2009-05-02,68,1
2009-05-02,70,1
2009-05-02,72,1
2009-05-02,75,1
2009-05-02,77,1
2009-05-02,79,2
2009-05-02,85,1
2009-05-02,86,1
2009-05-02,88,5
2009-05-02,91,1
2009-05-02,95,1
2009-05-02,100,1
2009-05-02,101,1
2009-05-02,102,1
2009-05-02,103,4
2009-05-02,104,1
2009-05-02,106,1
2009-05-02,109,1
2009-05-02,112,3
2009-05-02,115,1
2009-05-02,116,2
2009-05-02,117,1
2009-05-02,119,1
2009-05-02,120,1
2009-05-02,121,1
2009-05-02,122,3
2009-05-02,124,2
2009-05-02,127,1
2009-05-02,128,1
2009-05-02,129,1
2009-05-02,130,1
2009-05-02,131,1
2009-05-02,132,1
2009-05-02,135,2
2009-05-02,136,1
2009-05-02,137,1
2009-05-02,139,1
2009-05-02,141,1
2009-05-02,142,1
2009-05-02,143,2
2009-05-09,1,1
2009-05-09,2,2
2009-05-09,6,1
2009-05-09,7,1
2009-05-09,12,1
2009-05-09,13,1
2009-05-09,17,1
2009-05-09,20,1
2009-05-09,21,1
2009-05-09,22,1
2009-05-09,24,1
2009-05-09,25,2
2009-05-09,27,1
2009-05-09,37,1
2009-05-09,41,1
2009-05-09,48,1
2009-05-09,53,1
2009-05-09,55,1
2009-05-09,56,1
2009-05-09,58,2
2009-05-09,63,1
2009-05-09,65,2
2009-05-09,68,1
2009-05-09,69,1
2009-05-09,71,3
2009-05-09,73,1
2009-05-09,77,3
2009-05-09,78,2
2009-05-09,81,2
2009-05-09,82,1
2009-05-09,85,1
2009-05-09,86,1
2009-05-09,88,1
2009-05-09,89,1
2009-05-09,92,2
2009-05-09,95,1
2009-05-09,96,1
2009-05-09,97,2
2009-05-09,101,2
2009-05-09,102,3
2009-05-09,103,2
2009-05-09,104,2
2009-05-09,106,1
2009-05-09,107,1
2009-05-09,108,2
2009-05-09,109,1
2009-05-09,110,2
2009-05-09,111,1
2009-05-09,113,1
2009-05-09,114,1
2009-05-09,115,3
2009-05-09,116,1
2009-05-09,120,1
2009-05-09,122,1
2009-05-09,123,1
2009-05-09,125,1
2009-05-09,126,3
2009-05-09,128,1
2009-05-09,129,1
2009-05-09,131,1
2009-05-09,132,1
2009-05-09,133,1
2009-05-09,134,2
2009-05-09,136,1
2009-05-09,137,1
2009-05-09,139,2
2009-05-09,140,2
2009-05-09,142,2
2009-05-09,143,1
2009-05-16,2,1
2009-05-16,3,1
2009-05-16,6,1
2009-05-16,9,2
2009-05-16,10,1
2009-05-16,11,1
2009-05-16,12,2
2009-05-16,13,1
2009-05-16,17,1
2009-05-16,21,1
2009-05-16,22,1
2009-05-16,24,1
2009-05-16,26,3
2009-05-16,29,1
2009-05-16,30,1
2009-05-16,37,1
2009-05-16,48,3
2009-05-16,49,1
2009-05-16,52,1
2009-05-16,54,1
2009-05-16,57,1
2009-05-16,58,1
2009-05-16,59,1
2009-05-16,60,1
2009-05-16,61,1
2009-05-16,62,1
2009-05-16,63,1
2009-05-16,65,1
2009-05-16,66,1
2009-05-16,67,2
2009-05-16,68,1
2009-05-16,69,2
2009-05-16,70,1
2009-05-16,72,1
2009-05-16,77,2
2009-05-16,79,1
2009-05-16,83,1
2009-05-16,84,1
2009-05-16,86,1
2009-05-16,87,1
2009-05-16,91,2
2009-05-16,92,2
2009-05-16,93,2
2009-05-16,94,2
2009-05-16,95,1
2009-05-16,96,1
2009-05-16,98,1
2009-05-16,100,1
2009-05-16,103,2
2009-05-16,104,1
2009-05-16,105,1
2009-05-16,106,1
2009-05-16,107,1
2009-05-16,109,3
2009-05-16,110,1
2009-05-16,112,2
2009-05-16,115,1
2009-05-16,116,2
2009-05-16,117,3
2009-05-16,120,3
2009-05-16,122,2
2009-05-16,125,2
2009-05-16,129,2
2009-05-16,130,2
2009-05-16,131,1
2009-05-16,133,2
2009-05-16,135,1
2009-05-16,136,2
2009-05-16,137,1
2009-05-16,140,2
2009-05-16,141,1
2009-05-16,142,2
2009-05-16,143,1
2009-05-16,144,2
2009-05-23,5,2
2009-05-23,6,1
2009-05-23,7,1
2009-05-23,11,2
2009-05-23,13,1
2009-05-23,15,1
2009-05-23,16,1
2009-05-23,18,1
2009-05-23,20,1
2009-05-23,24,1
2009-05-23,26,1
2009-05-23,28,2
2009-05-23,30,1
2009-05-23,40,1
2009-05-23,48,1
2009-05-23,58,1
2009-05-23,63,1
2009-05-23,64,1
